2-3	Duration
hours	Duration
later.	O
The	O
food	O
effect	O
was	O
similar	O
in	O
all	O
groups.	O
o	O
The	O
pharmacokinetics	O
observed	O
with	O
the	O
two	O
new	O
tablet	Form
formulations	O
were	O
comparable	O
with	O
the	O
pharmacokinetics	O
of	O
the	O
capsule	Form
formulation	O
Nubeqa	Drug
(	O
darolutamide	Drug
)	O
is	O
an	O
androgen	O
receptor	O
inhibitor	O
indicated	O
for	O
the	O
treatment	O
of	O
patients	O
with	O
non-metastatic	Disease
castration-resistant	Disease
prostate	Disease
cancer	Disease
.Phase	O
1-2	O
study	O
Phase	O
1–2	O
clinical	O
trial	O
was	O
conducted	O
to	O
assess	O
darolutamide	Drug
in	O
men	O
with	O
progressive	Disease
metastatic	Disease
castration-resistant	Disease
prostate	Disease
cancer	Disease
.​1​	O
The	O
primary	O
objectives	O
of	O
the	O
trial	O
were	O
to	O
Darolutamide	O
Pharmacokinetics	O
Disclaimer	O
-	O
​This	O
information	O
is	O
for	O
individual	O
educational	O
purposes	O
only	O
and	O
is	O
not	O
intended	O
to	O
provide	O
medical	O
advice.	O
Please	O
consult	O
the	O
full	O
prescribing	O
information	O
before	O
using	O
or	O
prescribing	O
Bayer	O
Healthcare	O
products.	O
Bayer	O
HealthCare	O
100	O
Bayer	O
Boulevard	O
Bldg.	O
200.	O
Whippany,	O
NJ	O
07981.	O
assess	O
safety	O
and	O
tolerability	O
and	O
to	O
define	O
a	O
maximum	O
tolerated	O
dose.	O
Secondary	O
objectives	O
were	O
to	O
determine	O
the	O
pharmacokinetics,	O
and	O
antitumor	O
activity	O
as	O
defined	O
by	O
changes	O
in	O
serum	O
prostate-specific	O
antigen	O
(PSA),	O
by	O
imaging	O
of	O
soft	O
tissue	O
and	O
bone	O
lesions,	O
and	O
by	O
changes	O
in	O
circulating	O
tumor	O
cell	O
counts.	O
Tolerability	O
and	O
outcome	O
measures	O
are	O
discussed	O
elsewhere.	O
Blood	O
samples	O
were	O
collected	O
for	O
the	O
pharmacokinetics	O
analyses.	O
We	O
identified	O
plasma	O
concentrations	O
of	O
diastereoisomers	O
[S,R]-	O
darolutamide	Drug
and	O
[S,S]-	O
darolutamide	Drug
,	O
and	O
the	O
major	O
metabolite	O
keto-	O
darolutamide	Drug
by	O
liquid	O
chromatography-tandem	O
mass	O
spectrometry	O
(LC-MS/MS);	O
Darolutamide	O
concentration	O
was	O
the	O
sum	O
of	O
[S,R]-	O
darolutamide	Drug
and	O
[S,S]-	O
darolutamide	Drug
concentrations.​1	O
Pharmacokinetic	O
analysis	O
of	O
darolutamide	Drug
showed	O
rapid	O
absorbed	O
and	O
the	O
median	O
t​max​	O
were	O
3·0–5·1	O
h	O
for	O
darolutamide	Drug
and	O
1.5–5.0	Duration
h	Duration
for	O
keto-	O
darolutamide	Drug
on	O
day	O
1.​1​	O
The	O
mean	O
metabolite	O
to	O
parent	O
ratio	O
(area	O
under	O
the	O
curve,	O
AUC)	O
at	O
steady	O
state	O
was	O
1.6–2.3:1.	O
The	O
exposure	O
of	O
darolutamide	Drug
(AUC​t​	O
and	O
C​max)​	O
at	O
steady	O
state	O
increased	O
in	O
a	O
linear,	O
dose-related	O
manner	O
up	O
to	O
1400	Dosage
mg	Dosage
daily	Dosage
dose.	O
Dose	O
escalation	O
was	O
discontinued	O
because	O
of	O
darolutamide	Drug
plasma	O
concentration	O
plateau.	O
Steady-state	O
plasma	O
concentrations	O
were	O
reached	O
after	O
1	O
week	O
of	O
continuous	O
treatment.	O
The	O
mean	O
half-life	O
of	O
darolutamide	Drug
independent	O
of	O
dose	O
was	O
15.8	Duration
hours	Duration
(SD	O
13.8)	O
at	O
steady	O
state	O
after	O
200–1800	Dosage
mg	Dosage
daily	Dosage
doses.	O
The	O
mean	O
half-life	O
of	O
keto-	O
darolutamide	Drug
was	O
10.0	O
hours	O
(3.8)	O
at	O
steady	O
state	O
after	O
200–1800	Dosage
mg	Dosage
daily	Dosage
doses.	O
Mean	O
​+​	O
standard	O
deviations	O
steady	O
state	O
concentrations	O
at	O
various	O
doses	O
are	O
presented	O
in	O
Figure	O
1.​1	O
Figure	O
1:	O
Mean	O
​+​	O
SD	O
Concentrations	O
of	O
DAROLUTAMIDE​1	O
Darolutamide	O
mean	O
C​max​	O
by	O
dose	O
are	O
presented	O
in	O
Figure	O
2a,	O
and	O
mean	O
​+​	O
SD	O
areas	O
under	O
concentration	O
curve	O
(AUC)	O
of	O
darolutamide	Drug
is	O
presented	O
in	O
Figure	O
2b.​1	O
Darolutamide	O
Pharmacokinetics	O
Disclaimer	O
-	O
​This	O
information	O
is	O
for	O
individual	O
educational	O
purposes	O
only	O
and	O
is	O
not	O
intended	O
to	O
provide	O
medical	O
advice.	O
Please	O
consult	O
the	O
full	O
prescribing	O
information	O
before	O
using	O
or	O
prescribing	O
Bayer	O
Healthcare	O
products.	O
Bayer	O
HealthCare	O
100	O
Bayer	O
Boulevard	O
Bldg.	O
200.	O
Whippany,	O
NJ	O
07981.	O
Figure	O
2a:	O
Mean	O
​+​	O
SD	O
C​max​	O
Based	O
on	O
Dose​1	O
Figure	O
2b:	O
AUC	O
of	O
Darolutamide	O
by	O
Dose	O
Most	O
common	O
Grade	O
3	O
adverse	O
events	O
occurring	O
in	O
​>​	O
10%	O
of	O
patients	O
were	O
fatigue	Adverse Event
or	O
asthenia	Adverse Event
2	O
(2%),	O
back	Adverse Event
pain	Adverse Event
2	O
(2%)	O
and	O
arthralgia	Adverse Event
2	O
(2%).	O
Phase	O
I	O
bioavailability	O
study	O
An	O
open	O
randomized	O
phase	O
1	O
trial	O
(ARAFOR)	O
evaluated	O
bioavailability	O
and	O
effect	O
of	O
food	O
on	O
bioavailability	O
of	O
darolutamide	Drug
.​2​	O
The	O
study	O
compared	O
relative	O
bioavailability	O
of	O
600	Strength
mg	Strength
tablets	Form
(	O
tablet	Form
A	O
and	O
tablet	Form
B)	O
and	O
capsule	Form
(reference)	O
formulations	O
in	O
patients	O
with​	O
chemotherapy	O
naïve	O
metastatic	O
castrate	O
resistant	O
prostate	O
cancer.	O
The	O
study	O
also	O
assessed	O
​the	O
effect	O
of	O
food	O
on	O
the	O
bioavailability	O
of	O
darolutamide	Drug
tablet	Form
products	O
tablet	Form
A	O
(Tab	O
A)	O
and	O
tablet	Form
B	O
(Tab	O
B).	O
The	O
PK	O
Component	O
consisted	O
of	O
two	O
concurrent	O
groups,	O
which	O
evaluated	O
Tab	O
A	O
and	O
(Tab	O
B),	O
and	O
capsule	Form
.	O
Patients	O
were	O
randomized	O
to	O
one	O
of	O
3	O
treatment	O
sequences	O
in	O
each	O
group.​2​	O
​There	O
were	O
three	O
treatment	O
periods	O
for	O
each	O
patient	O
during	O
the	O
PK	O
Component	O
which	O
included	O
administration	O
of	O
two	O
darolutamide	Drug
300	Strength
mg	Strength
test	O
tablets	Form
(Tab	O
A	O
or	O
Tab	O
B)	O
in	O
both	O
fasted	Condition
and	O
fed	Condition
conditions,	O
or	O
administration	O
of	O
darolutamide	Drug
(6	O
x	O
100	Strength
mg	Strength
)	O
capsule	Form
s	O
at	O
600	Strength
mg	Strength
dose	O
in	O
fed	Condition
state.	O
There	O
was	O
at	O
least	O
a	O
7	Duration
days	Duration
wash-out	O
period	O
between	O
the	O
three	O
study	O
treatment	O
administrations.	O
The	O
total	O
daily	O
dose	O
was	O
600	Dosage
mg/day	Dosage
Thirty	O
​men	O
with	O
metastatic	O
chemotherapy-naïve	O
CRPC	O
were	O
enrolled.​2​	O
Food	O
interaction	O
was	O
seen	O
when	O
darolutamide	Drug
formulations	O
(	O
600	Strength
mg	Strength
)	O
were	O
administered	O
after	O
a	O
high	O
fat	O
content	O
breakfast	O
compared	O
to	O
administration	O
in	O
fasted	Condition
state.	O
AUC	O
and	O
C​max​	O
values	O
were	O
approximately	O
Darolutamide	O
Pharmacokinetics	O
Disclaimer	O
-	O
​This	O
information	O
is	O
for	O
individual	O
educational	O
purposes	O
only	O
and	O
is	O
not	O
intended	O
to	O
provide	O
medical	O
advice.	O
Please	O
consult	O
the	O
full	O
prescribing	O
information	O
before	O
using	O
or	O
prescribing	O
Bayer	O
Healthcare	O
products.	O
Bayer	O
HealthCare	O
100	O
Bayer	O
Boulevard	O
Bldg.	O
200.	O
Whippany,	O
NJ	O
07981.	O
two	O
times	O
lower	O
after	O
administration	O
at	O
fast.	O
With	O
high	O
fat	O
meal	O
the	O
C​max​	O
occurred	O
about	O
2-3	Duration
hours	Duration
later,	O
indicating	O
the	O
delayed	O
gastric	O
emptying	O
of	O
darolutamide	Drug
after	O
the	O
high	O
fat	O
meal.	O
The	O
food	O
effect	O
was	O
similar	O
in	O
all	O
groups.	O
The	O
pharmacokinetics	O
observed	O
with	O
the	O
two	O
new	O
tablet	Form
formulations	O
were	O
comparable	O
with	O
the	O
pharmacokinetics	O
of	O
the	O
capsule	Form
formulation	O
(figure	O
4	O
Figure	O
4:	O
Concentration	O
Time	O
Curves	O
of	O
the	O
Three	O
Formulation	O
with	O
and	O
Without	O
Food​2	O
Most	O
commonly	O
reported	O
adverse	O
events	O
(>10%)	O
were	O
fatigue	Adverse Event
/	O
asthenia	Adverse Event
(13%),	O
nausea	O
(10%),	O
erythema	O
(10%)	O
and	O
urinary	O
tract	O
disorder	O
(10%);	O
all	O
being	O
mild	O
events	O
except	O
one	O
nausea	O
event	O
(grade	O
3).	O
REV:	O
0719	O
Reference:	O
1.	O
NUBEQA​®​	O
(	O
darolutamide	Drug
)	O
tablets	Form
for	O
oral	O
use	O
[Prescribing	O
Information].	O
Whippany,	O
NJ.	O
Bayer	O
HealthCare	O
Pharmaceuticals,	O
July	O
2019.	O
2.	O
Fizazi	O
K,	O
Massard	O
C,	O
Bono	O
P,	O
et	O
al.	O
Activity	O
and	O
safety	O
of	O
ODM	O
201	O
in	O
patients	O
with	O
progressive	O
metastatic	O
castration-resistant	O
prostate	O
cancer	O
(ARADES):	O
an	O
open-label	O
phase	O
1	O
dose-escalation	O
and	O
randomised	O
phase	O
2	O
dose	O
expansion	O
trial.	O
​Lancet	O
Oncol	O
​2014;	O
15:	O
975–85.	O
http://www.ncbi.nlm.nih.gov/pubmed/24974051	O
3.	O
Massard	O
C,	O
Tammela	O
T,	O
Vjaters,	O
et	O
al.	O
A	O
study	O
of	O
ODM	O
201	O
formulations	O
with	O
a	O
safety	O
and	O
tolerability	O
extension	O
phase	O
in	O
patients	O
with	O
metastatic	O
chemotherapy	O
naïve	O
castrate-resistant	O
prostate	O
cancer	O
(CRPC).	O
Presented	O
at	O
2014	O
Genitourinary	O
Cancers	O
Symposium,	O
January	O
2014	O
in	O
San	O
Francisco	O
CA.	O
Darolutamide	O
Pharmacokinetics	O
Disclaimer	O
-	O
​This	O
information	O
is	O
for	O
individual	O
educational	O
purposes	O
only	O
and	O
is	O
not	O
intended	O
to	O
provide	O
medical	O
advice.	O
Please	O
consult	O
the	O
full	O
prescribing	O
information	O
before	O
using	O
or	O
prescribing	O
Bayer	O
Healthcare	O
products.	O
Bayer	O
HealthCare	O
100	O
Bayer	O
Boulevard	O
Bldg.	O
200.	O
Whippany,	O
NJ	O
07981.	O
http://www.ncbi.nlm.nih.gov/pubmed/24974051	O

